name,appid_steam_games,genre,tags,positive_rating
Cookies vs. Claus,752910,"Action, Casual, Indie, Early Access","Action, Indie, Casual, Early Access, Multiplayer, Funny",84.6
Cooking Academy Fire and Knives,322040,"Action, Casual","Casual, Action, Simulation",71.7
Corporate Lifestyle Simulator,261880,"Action, Casual, Indie","Indie, Action, Zombies, Casual, Pixel Graphics, Great Soundtrack, Gore, Simulation, Isometric, Funny, Shooter",82.8
Corridor Z,636070,"Action, Adventure, Indie","Action, Indie, Adventure, Zombies, Runner",72.3
Corrupt,711010,"Adventure, Casual, Indie, Simulation, Sports, Strategy","Casual, Simulation, Strategy, Indie, Adventure, Sports, Political Sim, Political, Economy, City Builder, Politics, Relaxing, Building, Choices Matter, Colorful, Visual Novel, Interactive Fiction, Space Sim, Strategy RPG, Immersive Sim",65.9
Cosmic Cube,1755270,"Action, Adventure, Indie, RPG","Female Protagonist, JRPG, Action RPG, Linear, Beat 'em up, RPG, Arcade, Action, Action-Adventure, Combat, 2D Platformer, Side Scroller, Hack and Slash, 2.5D, 2D, Anime, Zombies, Drama, Post-apocalyptic, Story Rich",49.4
Cosmic DJ,297110,"Casual, Indie","Casual, Indie, Music",87.7
Cosmic Kites,606720,"Action, Casual, Indie, Sports","Action, Indie, Casual, Sports",100
Cosmo's Cosmic Adventure,358250,"Action, Adventure","Action, Adventure, Platformer, 1990's, 2D, Singleplayer, Classic, Retro",84.8
Counter-Strike,10,Action,"Action, FPS, Multiplayer, Shooter, Classic, Team-Based, First-Person, Competitive, Tactical, 1990's, e-sports, PvP, Old School, Military, Strategy, Survival, Score Attack, 1980s, Assassin, Nostalgia",97.5
Counter-Strike: Condition Zero,80,Action,"Action, FPS, Shooter, Multiplayer, First-Person, Singleplayer, Classic, Tactical, Team-Based, Competitive, Military, Strategy, Online Co-Op, Adventure, Survival, Atmospheric, Old School, Open World, Dark, Simulation",91.3
Counter-Strike: Condition Zero Deleted Scenes,100,Action,"Action, FPS, Shooter, Multiplayer, First-Person, Classic, Singleplayer, Tactical, Team-Based, Competitive, Strategy, Online Co-Op, Military, Masterpiece, Adventure, Survival, Atmospheric, Open World, Simulation, Dark",89.8
Craft and Dungeon,829250,"Adventure, Casual, Indie, RPG, Simulation, Strategy","Simulation, Indie, Casual, Strategy, Adventure, RPG",37.5
CrashMetal Cyberpunk,1490130,"Action, Casual, Indie, Massively Multiplayer, Racing, Simulation, Sports","Racing, Cyberpunk, Open World, Multiplayer, Moddable, Sci-fi, PvP, Combat Racing, Driving, Physics, Automobile Sim, Arcade, Action, Simulation, 3D, Realistic, Stylized, Cinematic, Dark, Futuristic",67.6
Crayola Scoot,772530,"Action, Sports","Sports, Action, Skateboarding, Casual, Racing, Simulation",78.6
Crazy Belts,355510,"Casual, Indie","Indie, Casual, Puzzle",30
Crazy Machines,18420,"Casual, Strategy","Puzzle, Casual, Strategy, Physics, Singleplayer",81.1
Crazy Machines 1.5 Inventors Training Camp,18460,"Casual, Strategy","Casual, Strategy, Puzzle, Physics",50
Crazy Machines 1.5 New from the Lab,18450,"Casual, Strategy","Casual, Strategy, Puzzle, Physics",50
Crazy Machines: Golden Gears,265240,"Casual, Strategy","Casual, Strategy, Puzzle",29.4
Crazy Shopping,1163980,"Action, Casual","Casual, Action",100
Crazy Veggies,621050,"Action, Casual, Indie","Casual, Indie, Action",45.5
CRIMSON METAL,606960,"Action, Adventure, Indie, Simulation","Action, Indie, Adventure, Simulation, FPS, Shooter, Gore, Singleplayer, First-Person, Sci-fi, Zombies, Atmospheric, Violent, Survival, Dark, Aliens, Survival Horror, Retro, Difficult, Arena Shooter",53
Crying Suns,873940,"Indie, Strategy","Strategy, Space, Indie, Pixel Graphics, Rogue-lite, Sci-fi, Post-apocalyptic, Tactical, Real-Time with Pause, Rogue-like, Story Rich, 2D, Singleplayer, Procedural Generation, RTS, Perma Death, Real Time Tactics, Hex Grid, Resource Management, Dark",86.4
Crypto Mining Simulator,1596310,"Casual, Indie, Simulation, Strategy","Simulation, Idler, Life Sim, Farming Sim, Mining, Building, Strategy RPG, Sandbox, Realistic, Economy, Game Development, Hacking, Programming, Robots, Artificial Intelligence, Automation, Trading, Strategy, Arcade, 3D",70.9
Crysis,17300,Action,"FPS, Action, Sci-fi, Singleplayer, Shooter, Stealth, Open World, Aliens, First-Person, Benchmark, Multiplayer, Futuristic, Adventure, Story Rich, Atmospheric, Classic, Destruction, Sandbox, Great Soundtrack, Moddable",79.6
Crysis Warhead,17330,Action,"FPS, Action, Sci-fi, Shooter, Singleplayer, Multiplayer, Aliens, First-Person, Military, Stealth, Benchmark, Open World, Adventure, Futuristic, Story Rich, Atmospheric",85.3
Crysis Wars,17340,Action,"FPS, Action, Sci-fi, Shooter, Singleplayer, Multiplayer, Aliens, Military, First-Person, Benchmark, Stealth, Open World, Adventure, Futuristic, Masterpiece, Story Rich",84.6
Crystal Caves,358260,Action,"Action, Classic, Platformer, Retro, 2D, 1990's",84.7
Crystal core,1168940,"Action, Adventure, Casual, Indie","Casual, Action, Indie, Adventure, Open World, FPS, First-Person, RPG, Simulation, Racing, Strategy, Early Access, Sports, Bullet Hell",86.4
Cthulhu Realms,485000,Strategy,"Card Game, Strategy, Deckbuilding, Lovecraftian, Board Game, Free to Play",71.9
Cuban Missile Crisis,356270,Strategy,"Strategy, RTS, Cold War",76.1
Cube Runner,567280,"Action, Casual, Indie","Casual, Indie, Action, Platformer, Great Soundtrack",86
Cubetractor,235720,"Action, Indie, Strategy","Indie, Strategy, Action, Puzzle, Tower Defense, Pixel Graphics, Singleplayer",75.5
Cult of the Wind,293840,"Action, Indie","Indie, Action, Multiplayer, Funny, Third-Person Shooter, Flight",50
Cultures - 8th Wonder of the World,351870,Strategy,"Strategy, City Builder, RTS, Economy, Vikings, Simulation, Singleplayer, Management",82.8
Cultures - Northland,351860,Strategy,"Strategy, City Builder, RTS, Resource Management, Vikings, Singleplayer, Simulation, Classic, Base-Building",82.7
Cursed Queen : Wicked Witch,892480,"Casual, Indie, Simulation","Indie, Casual, Simulation, Adventure, RPG, Story Rich, Singleplayer, Multiple Endings, Female Protagonist, Interactive Fiction, Text-Based, Short",100
Cut the Rope,223280,"Casual, Indie","Indie, Casual, Puzzle, Touch-Friendly, Cute",90.9
Cyber Pussy 2020,1197280,"Action, Adventure, Casual, Indie",NA,NA
CyberTaxi,1420850,"Action, Indie, Racing, Simulation","Combat Racing, FPS, Cyberpunk, Racing, Sandbox, Driving, Shooter, Vehicular Combat, Survival, Noir, Open World, Automobile Sim, Character Customization, 3D, First-Person, Action, Conversation, Simulation, Dystopian , Destruction",72.2
Cyborg Invasion Shooter 2: Battle Of Earth,779060,"Action, Indie","Action, Indie",44.4
Cyndy,1014730,Simulation,"Early Access, Nudity, Sexual Content, Simulation",72.7
Dabado Puzzles,1618340,"Adventure, Indie","Puzzle, Adventure, Philosophical, Difficult, Logic, Hand-drawn, Relaxing, Exploration, Indie, Singleplayer, 2D, Tutorial, Hidden Object, Colorful, Isometric, Family Friendly, Atmospheric, Surreal, Fantasy, Linear",77.8
Daddy's gone a-hunting,755580,"Action, Adventure, Casual, Indie","Action, Indie, Casual, Adventure",33.3
Daemonsgate,719300,"Action, Adventure, RPG","RPG, Retro, Action, Adventure, 2D, Pixel Graphics, Top-Down, Horror, Fantasy, Old School, Magic, 1990's, Psychological Horror, Singleplayer, Open World, Action RPG, Action-Adventure, Interactive Fiction, Strategy RPG, CRPG",23.1
Damnation,12790,"Action, Adventure","Action, Adventure, Steampunk, Third-Person Shooter, Third Person, Co-op, Shooter, Singleplayer, Multiplayer",45.2
Damnation City of Death,346800,"Indie, Early Access","Open World Survival Craft, Indie, Early Access, Open World, Survival, Crafting, Multiplayer, Co-op, Online Co-Op",36.4
Dangerous Golf,405500,"Action, Indie, Sports","Sports, Action, Indie, Golf, Destruction, Physics, Local Co-Op, Multiplayer, Controller",47.6
Danmaku Unlimited 2,280560,"Action, Indie","Bullet Hell, Shoot 'Em Up, Indie, Action, Arcade, Great Soundtrack, Shooter, 2D",93.5
Dark Ages,358440,Action,"Action, Platformer, 2D, Retro",56.2
Dark Deception: Monsters & Mortals,1266690,"Action, Casual, Indie","Indie, Horror, Multiplayer, Action, PvP, Casual, Survival Horror, Co-op, First-Person, Funny",85.5
Dark Fairies,873580,"Casual, Indie, Simulation","Indie, Casual, Simulation, Visual Novel, RPGMaker, Singleplayer, Cartoony, Short, Multiple Endings, Interactive Fiction, Text-Based, Turn-Based Combat, RPG",100
Dark Fall 1: The Journal,260690,Adventure,"Adventure, Point & Click, Horror, Mystery, Atmospheric, Puzzle, First-Person, Supernatural",77.3
Dark Fall 2: Lights Out,260710,Adventure,"Adventure, Point & Click, Horror, Puzzle, Mystery, First-Person",73.8
Dark Home,1678090,"Action, Early Access","First-Person, Horror, Action, PvP, Survival Horror, Online Co-Op, Multiplayer, Platformer, Exploration, Violent, Early Access, FPS, Realistic, Gore, 3D, Atmospheric, Dark",47.8
Dark Matter,345130,"Action, Casual, Indie","Bullet Hell, Shoot 'Em Up, Twin Stick Shooter, Flight, Shooter, Arcade, 2D, Top-Down, Choices Matter, Action, Casual, Minimalist, Family Friendly, Sci-fi, Science, Space, Score Attack, Atmospheric, Physics, Aliens",59.1
Dark Messiah of Might & Magic Multi-Player,2130,"Action, RPG","RPG, First-Person, Action, Fantasy, Adventure, Dark Fantasy, Swordplay, Magic, Classic, Masterpiece, Stealth, Multiple Endings, Singleplayer, Story Rich, Medieval, Atmospheric, Action RPG, Gore, Hack and Slash, Multiplayer",93.1
Dark Messiah of Might & Magic Single Player,2100,"Action, RPG","RPG, First-Person, Action, Fantasy, Dark Fantasy, Swordplay, Adventure, Magic, Classic, Singleplayer, Stealth, Multiple Endings, Story Rich, Medieval, Action RPG, Atmospheric, Gore, Hack and Slash, Multiplayer, Immersive Sim",91.6
Dark Raid,293720,"Action, Indie","Action, Indie, FPS, Shooter, Sci-fi, First-Person",21.3
Dark Scavenger,293880,"Adventure, Casual, Indie, RPG","RPG, Indie, Adventure, Casual, Choose Your Own Adventure, Point & Click, Sci-fi, Comedy, Mouse only, Interactive Fiction, Hand-drawn, Multiple Endings, Cartoony, Funny, Replay Value, Lovecraftian, Exploration, Turn-Based, Singleplayer, Choices Matter",87
Darksiders,50620,"Action, Adventure","Action, Adventure, Hack and Slash, Third Person, Singleplayer, Post-apocalyptic, Fantasy, Controller, Action RPG, Puzzle, Action-Adventure, Open World, RPG, Gore, Spectacle fighter, Beat 'em up, 3D Platformer, Metroidvania, Character Action Game, Platformer",89.3
Darksiders II,50650,"Action, Adventure, RPG","Action, Adventure, RPG, Hack and Slash, Third Person, Open World, Fantasy, Singleplayer, Loot, Action RPG, Great Soundtrack, Controller, Spectacle fighter, Puzzle, Stylized, Metroidvania, Action-Adventure, Post-apocalyptic, Beat 'em up, Platformer",90.2
DARK SOULS: Prepare To Die Edition,211420,"Action, RPG","Souls-like, RPG, Dark Fantasy, Difficult, Action, Exploration, Lore-Rich, Fantasy, Unforgiving, Adventure, Atmospheric, Immersive, Action RPG, Third Person, Addictive, Open World, Replay Value, Dark, Multiplayer, Great Soundtrack",91.4
Day of Defeat,30,Action,"FPS, World War II, Multiplayer, Shooter, Action, War, Team-Based, Classic, First-Person, Class-Based, Military, Historical, Tactical, Singleplayer, Co-op, Difficult, Retro, Old School, World War I, Strategy",90.1
Day of Defeat: Source,300,Action,"FPS, World War II, Multiplayer, Action, Shooter, Military, Team-Based, War, First-Person, Historical, Class-Based, Classic, Tactical, Realistic, Online Co-Op, Gore, Strategy, Massively Multiplayer, Simulation, Comedy",91.4
Dead Alliance,626200,Action,"FPS, PvE, PvP, Shooter, Strategy, First-Person, Action, Horror, Post-apocalyptic, Team-Based, Zombies, Survival, Co-op, Multiplayer, Online Co-Op, Singleplayer, Gore, Violent, MOBA, Heist",36.2
Dead Island: Epidemic,222900,"Action, Free to Play, Early Access","Early Access, Free to Play, Zombies, Action, MOBA, Multiplayer, Co-op, Online Co-Op, RPG, Top-Down, PvP, Survival, Gore, Shooter, Team-Based, Hack and Slash, Action RPG, Adventure, Strategy, Top-Down Shooter",81.9
Dead Island Retro Revenge,337360,Action,"Action, Zombies, Retro, Beat 'em up, Runner, Pixel Graphics, Arcade, 2D, Gore, Violent, Singleplayer",57.8
Deadlock II - Shrine Wars,328450,Strategy,"Strategy, Classic, Turn-Based, Retro",68.9
Deadly Curse,912020,"Action, Adventure, Indie","Action, Gore, Violent, Nudity, Indie, Adventure, Horror, Zombies, Blood, Fighting, Action-Adventure",40
Deadly Curse: Insane Nightmare,949510,"Action, Adventure, Indie","Action, Indie, Gore, Violent, Nudity, Adventure, Horror, Zombies, Shooter, Blood, Fighting, Action-Adventure",50
Deadly Silence,877730,"Action, Adventure, Indie, Racing","Gore, Action, Indie, Violent, Adventure, Racing, Nudity, Horror, Shooter, Action-Adventure, Blood, Zombies, Fighting",50
Dead Space 2,47780,"Action, Adventure","Horror, Survival Horror, Third-Person Shooter, Shooter, Third Person, Survival, Action, Story Rich, Sci-fi, Space, Atmospheric, Multiplayer, Singleplayer, Aliens, Futuristic, Adventure, Combat, Gore, Co-op, Blood",94.1
Dear Esther,203810,"Adventure, Casual, Indie","Walking Simulator, Indie, Exploration, First-Person, Atmospheric, Short, Story Rich, Casual, Adventure, Great Soundtrack, Singleplayer, Narration, Mystery, Relaxing, Beautiful, Experimental, Interactive Fiction, Soundtrack, Linear, Emotional",75.7
Dear Esther: Landmark Edition,520720,"Adventure, Casual, Indie","Walking Simulator, Atmospheric, Indie, First-Person, Exploration, Adventure, Singleplayer, Casual, Great Soundtrack, Narration, Mystery, Short, Story Rich, Horror, Relaxing",74.4
Death's Door,894020,"Action, Adventure, Indie, RPG","Action, Adventure, RPG, Action-Adventure, Action RPG, Hack and Slash, Exploration, Isometric, Dungeon Crawler, Souls-like, 3D Platformer, 3D, Colorful, Dark Fantasy, Third Person, Indie, Singleplayer, Fantasy, Metroidvania, Combat",93.9
Deathmatch Classic,40,Action,"Action, FPS, Classic, Multiplayer, Shooter, First-Person, Arena Shooter, Old School, Sci-fi, Competitive, Fast-Paced, Gore, Retro, Co-op, Difficult, 1990's",81.7
Death Rally (Classic),358270,Racing,"Racing, Retro, Action, Classic, Top-Down, Free to Play, Arcade, 2D, 1990's, Vehicular Combat, Driving",90.1
Death Skid Marks,326150,"Action, Indie, RPG","Action, Indie, RPG, Vehicular Combat, Action Roguelike, Arcade, Funny, Retro, Difficult, Rogue-lite, Rogue-like, Free to Play",92.1
DEATH STRANDING,1190460,"Action, Adventure","Walking Simulator, Open World, Story Rich, Great Soundtrack, Atmospheric, Post-apocalyptic, Cinematic, Sci-fi, Inventory Management, Third Person, Exploration, Adventure, Singleplayer, Lore-Rich, Surreal, Psychological Horror, Stealth, Action, Dark, Survival",93.1
DEATH STRANDING DIRECTOR'S CUT,1850570,"Action, Adventure","Story Rich, Walking Simulator, Open World, Adventure, Action, Atmospheric, Exploration, Third Person, Great Soundtrack, Singleplayer, Post-apocalyptic, Cinematic, Action-Adventure, Sci-fi, Horror, Relaxing, Combat, Multiplayer, Third-Person Shooter, Sexual Content",93.6
Death to Spies: Moment of Truth,34410,Action,"Action, Stealth, World War II, Third Person, Shooter, Singleplayer, Atmospheric",85.4
Deep Under the Sky,315650,"Action, Casual, Indie, Strategy","Arcade, Physics, Puzzle, Platformer, 2D, Relaxing, Action, Psychedelic, Puzzle-Platformer, Precision Platformer, Surreal, Pinball, Abstract, Beautiful, Colorful, Space, Singleplayer, Indie, Touch-Friendly, Casual",67.9
Defendoooooor!!,683230,"Action, Adventure, Indie","Action, Indie, Adventure, Singleplayer, Great Soundtrack, Arcade, 2D, Cartoony, Funny, Minimalist, Sci-fi, Tower Defense, Shooter, Pixel Graphics, Difficult, Fast-Paced, Turn-Based, Atmospheric, Platformer, Arena Shooter",43.1
Deiland,760620,"Adventure, Casual, Indie, RPG, Simulation","Adventure, Casual, Indie, RPG, Simulation, Sandbox, Crafting, Singleplayer, Fantasy, Family Friendly, Building, Exploration, Atmospheric, Third Person, Action, Survival, Cute, Open World, Controller, Anime",80.2
Delta Horizon,863210,"Action, Indie, Strategy, Early Access","Strategy, Action, Indie, Early Access",75
Despotism 3k,699920,"Indie, Simulation, Strategy","Strategy, Indie, Dark Humor, Sexual Content, Simulation, Pixel Graphics, 2D, Difficult, Singleplayer, Perma Death, Replay Value, Rogue-lite, Violent, Rogue-like, Resource Management, Post-apocalyptic, Management, Villain Protagonist, Cyberpunk, Great Soundtrack",78.2
Destinys Plan,1800330,"Adventure, Casual, Indie","Casual, Adventure, Visual Novel, Dating Sim, Idler, 2D, Anime, Futuristic, Drama, Cyberpunk, Dark, Indie, Romance, Sexual Content, Emotional, Story Rich, Choices Matter, Singleplayer",50
Destroy All Humans!  Clone Carnage,1872550,"Action, Adventure","Action, Adventure, Casual, Action RPG, Shooter, Third-Person Shooter, 3D, Third Person, Aliens, Comedy, Dark Humor, PvP, Co-op, Local Co-Op, Local Multiplayer, Online Co-Op, Multiplayer, Destruction, Gore, Free to Play",38.9
Deus Ex: Game of the Year Edition,6910,Action,"Cyberpunk, RPG, Stealth, Classic, FPS, Sci-fi, Immersive Sim, Cult Classic, Action, Singleplayer, Dystopian , Story Rich, Inventory Management, Great Soundtrack, First-Person, Atmospheric, Conspiracy, Moddable, Action RPG, Shooter",94.9
Deus Ex: Invisible War,6920,Action,"Cyberpunk, Action, RPG, FPS, Sci-fi, Stealth, Singleplayer, Immersive Sim, Transhumanism, First-Person, Dystopian , Female Protagonist, Shooter, Story Rich, Atmospheric, Classic, Illuminati, Action RPG, Conspiracy, Adventure",57.1
Devil Girl Needs Massages,956550,"Casual, Indie",NA,NA
